,Ax,Ay,Az,Gx,Gy,Gz,label
460,0.31,10.49,3.21,1.07,0.93,-2.1,0
461,3.53,11.8,2.34,0.51,0.57,-2.46,0
462,3.03,9.62,2.21,0.23,0.76,-1.64,0
463,4.16,10.18,3.48,0.25,0.87,-1.51,0
464,5.32,12.04,3.96,0.25,0.29,-0.43,0
465,4.67,11.28,3.62,-0.37,-0.44,0.88,0
466,1.31,12.18,3.76,-0.06,-1.75,1.38,0
467,2.4,11.5,3.8,-0.65,-1.3,2.15,0
468,-1.06,10.89,2.2,-0.67,-0.65,2.4,0
469,-2.22,10.15,0.95,-0.36,-0.13,1.41,0
470,-3.32,9.54,-0.9,0.29,0.64,-0.16,0
471,0.24,10.58,1.86,0.53,0.8,-2.42,0
472,2.53,11.46,2.5,0.76,0.52,-2.67,0
473,3.38,10.98,2.31,0.4,0.99,-2.09,0
474,4.45,11.29,3.67,0.11,1.05,-1.5,0
475,5.71,12.96,3.61,-0.02,0.39,0.18,0
476,4.09,11.03,3.0,-0.34,-0.97,1.15,0
477,0.97,11.01,3.5,0.16,-2.07,1.41,0
478,1.26,11.62,2.47,-0.87,-0.93,2.33,0
479,-0.6,11.02,1.64,-0.87,-0.2,2.35,0
480,-2.68,10.12,0.01,-0.31,0.23,1.24,0
481,-3.42,8.41,0.29,0.83,0.86,-0.82,0
482,0.28,11.54,1.1,0.82,0.81,-2.26,0
483,2.78,10.45,3.55,0.84,0.63,-2.15,0
484,2.26,11.31,2.24,0.67,1.07,-1.79,0
485,4.4,12.13,4.1,0.21,0.7,-1.44,0
486,4.65,12.22,4.09,-0.13,0.55,-0.2,0
487,2.23,11.77,0.9,0.19,-1.05,1.45,0
485,4.4,12.13,4.1,0.21,0.7,-1.44,0
486,4.65,12.22,4.09,-0.13,0.55,-0.2,0
487,2.23,11.77,0.9,0.19,-1.05,1.45,0
488,1.74,11.09,3.01,-0.3,-1.69,2.07,0
489,-0.53,11.42,2.26,-0.67,-0.85,2.45,0
490,-1.75,11.17,0.83,-0.56,-0.31,1.93,0
491,-3.4,10.73,-0.65,-0.27,0.57,0.89,0
492,-1.26,9.05,1.44,0.65,0.79,-1.49,0
493,0.79,10.85,2.11,0.84,0.82,-2.25,0
494,2.13,10.62,1.81,0.72,1.23,-1.92,0
495,4.09,12.46,3.94,0.84,1.4,-1.42,0
496,6.33,13.97,4.35,0.09,0.77,-0.57,0
497,5.05,9.79,2.86,-0.38,-0.99,1.01,0
498,1.97,10.02,4.59,0.31,-2.68,1.07,0
499,0.77,11.67,3.36,-0.8,-1.83,2.18,0
500,-0.4,13.53,2.0,-1.33,-0.63,2.34,0
501,-4.38,12.25,-1.77,-0.8,-0.07,1.54,0
502,-3.99,8.28,-0.81,0.45,0.92,-0.79,0
503,-0.0,11.37,1.21,1.2,0.96,-2.54,0
504,2.11,11.35,3.02,1.15,0.79,-2.7,0
505,5.75,13.32,2.99,0.61,1.15,-2.01,0
506,6.73,14.08,5.51,-0.04,0.3,-0.77,0
507,5.78,12.05,1.15,-0.57,-1.59,1.45,0
508,2.11,10.4,4.48,0.12,-2.36,1.98,0
509,-1.28,12.57,2.3,-0.5,-1.65,2.85,0
510,-2.02,15.19,1.72,-1.54,1.07,2.66,0
511,-6.01,9.15,-2.44,-0.32,0.67,1.29,0
512,-3.28,9.69,-0.75,0.61,0.96,-1.66,0
513,0.97,9.88,1.24,1.37,0.86,-2.66,0
514,3.29,13.4,2.99,1.27,1.7,-2.91,0
515,4.11,15.67,6.39,0.95,1.18,-1.77,0
516,8.26,12.26,2.91,0.06,-0.69,-0.34,0
517,3.01,10.51,4.58,0.08,-1.92,2.16,0
518,0.79,11.16,3.63,-0.74,-1.17,2.88,0
519,-1.09,16.9,-0.82,-2.71,3.86,3.62,0
520,-1.6,14.09,-4.11,-3.28,0.16,2.25,0
521,-3.74,9.67,-0.58,-0.08,-0.37,-0.45,0
522,1.17,9.43,1.09,2.26,-0.68,-2.43,0
523,4.13,12.14,4.58,2.97,-0.72,-3.01,0
524,4.86,14.54,4.72,1.73,0.51,-2.13,0
525,8.64,12.43,4.35,0.03,-1.12,-1.01,0
526,4.65,10.22,3.65,0.25,-1.43,1.12,0
527,3.07,9.56,2.78,-0.52,-1.43,2.59,0
528,0.32,14.73,1.24,-1.09,0.57,2.86,0
529,-1.9,15.17,-3.72,-0.82,-0.4,2.35,0
530,-5.84,9.14,-0.17,-0.08,-0.04,-0.31,0
531,1.41,8.21,-0.11,-0.02,0.46,-1.92,0
532,1.56,9.79,2.55,1.13,1.01,-2.42,0
533,5.48,13.79,2.04,1.11,1.08,-2.38,0
