,Ax,Ay,Az,Gx,Gy,Gz,label
463,6.17,6.02,0.99,0.03,0.51,-1.88,1
464,13.75,7.07,6.35,1.12,0.37,-1.03,1
465,15.77,-1.45,7.06,1.05,0.44,-0.58,1
466,13.73,-3.56,2.1,-1.24,-1.14,1.84,1
467,8.7,-1.69,9.17,-3.17,-1.31,2.27,1
468,9.81,9.27,4.42,-2.03,0.23,0.35,1
469,-0.17,8.83,-0.36,-0.51,-0.5,-1.58,1
470,8.19,8.06,-0.53,1.34,-0.13,-1.4,1
471,14.92,6.19,7.19,2.81,2.14,-0.87,1
472,13.04,-2.47,4.9,1.49,0.82,-0.05,1
473,9.47,-6.04,5.66,-1.24,-0.38,2.22,1
474,13.66,-0.01,11.97,-3.36,-1.7,1.55,1
475,2.54,7.64,2.8,-2.52,-0.18,-0.17,1
476,1.33,8.36,-0.87,-0.72,0.28,-0.43,1
477,10.93,8.91,-0.32,1.77,1.17,-0.7,1
478,17.69,4.05,9.37,3.29,0.54,-2.26,1
479,16.45,-4.7,4.25,1.39,0.09,-0.38,1
480,12.48,-5.31,9.77,-1.85,-1.95,2.21,1
481,15.69,5.48,13.05,-2.32,-1.24,1.4,1
482,4.48,10.45,3.05,-1.66,-0.27,-0.6,1
483,-0.4,8.5,-0.79,-0.02,0.56,-0.39,1
484,14.67,6.33,4.68,2.31,3.04,-0.95,1
485,18.95,1.26,5.66,2.43,1.42,-1.19,1
486,13.35,-8.14,0.58,0.43,-0.35,0.87,1
487,8.9,-7.3,7.69,-3.25,-1.56,2.94,1
488,10.32,7.99,9.75,-3.15,-0.84,0.25,1
489,2.02,10.18,0.14,-1.17,0.42,-0.98,1
490,7.35,9.49,2.33,1.02,0.53,-0.27,1
491,15.08,5.45,9.62,2.89,3.1,-0.49,1
492,15.91,-0.53,1.49,1.87,0.3,-1.16,1
493,12.3,-8.03,2.41,0.13,-0.93,1.5,1
494,12.83,-5.64,7.96,-2.11,-2.21,1.54,1
495,7.67,8.92,5.47,-1.74,0.08,0.41,1
496,2.07,9.94,-3.89,-1.29,0.07,-0.71,1
497,8.84,11.49,-3.48,1.28,0.1,-0.43,1
498,14.78,6.15,11.56,3.13,2.16,-2.07,1
499,16.8,-3.12,2.67,1.71,0.6,-0.59,1
500,9.46,-8.82,10.35,-0.98,-1.62,2.24,1
501,13.93,2.4,8.77,-2.25,-2.62,1.09,1
502,1.15,9.61,3.42,-2.04,-0.95,0.44,1
503,-3.09,7.03,-3.86,-0.56,0.86,-0.31,1
504,7.26,7.06,-1.71,1.87,1.71,-0.95,1
505,17.69,4.85,11.32,2.48,2.16,-1.48,1
506,13.87,-1.71,4.61,1.54,0.97,-0.23,1
507,9.83,-8.16,6.34,-0.56,-0.48,2.07,1
508,20.87,5.49,13.67,-2.75,-1.69,1.11,1
509,4.2,9.15,4.96,-2.4,-0.84,-0.6,1
510,-0.23,7.48,-2.67,-0.58,-0.31,-0.25,1
511,6.46,7.89,-2.35,1.98,1.48,-0.77,1
512,16.03,5.25,12.29,2.56,1.46,-1.81,1
513,14.26,-2.97,4.12,1.52,0.46,-0.55,1
514,10.39,-7.81,8.41,-1.09,-1.1,1.64,1
515,18.89,7.27,16.96,-2.68,-2.02,0.98,1
516,1.99,8.36,4.39,-2.22,-0.41,0.26,1
517,-2.91,6.2,-1.64,-0.77,0.3,0.02,1
518,7.66,9.79,-4.74,2.03,2.45,-0.76,1
519,17.27,4.87,11.19,1.99,0.43,-1.59,1
520,13.99,-2.21,5.2,0.78,-0.33,-0.47,1
521,7.97,-5.32,7.32,-1.64,-1.91,0.55,1
522,17.73,6.37,15.72,-1.89,-3.18,-0.69,1
523,3.67,6.85,4.83,-3.25,-1.84,-0.39,1
524,3.83,5.09,2.4,-2.08,-0.65,-0.64,1
525,4.64,3.95,1.92,-1.84,-0.86,-0.35,1
526,10.62,2.75,6.46,-1.28,1.05,-0.81,1
527,16.82,2.51,4.96,-2.03,0.66,-0.63,1
528,9.38,0.21,6.01,-3.24,-1.14,0.9,1
529,11.6,-0.64,3.49,-3.55,-0.96,0.9,1
530,4.26,4.38,2.64,-1.29,-0.26,-0.5,1
531,3.28,5.49,2.45,-0.6,0.43,-2.02,1
532,13.47,8.38,2.21,0.41,1.07,-1.31,1
533,11.65,1.82,6.12,0.72,-0.37,-2.1,1
